,phase,pid,total_trials,trial_id,bonus_regime,time_penalty,guess_penalty,number_of_guesses,time_limit_enforced,time_limit,true_word,guess,guess_number,guesses_remain,words_remaining_pre,words_remaining_post,time_elapsed_curr,time_elapsed_trial,total_bonus,current_time,start_time,uniqueid,prev_exp
2237,TEST,4653475,6,4,TIME,0.004,0.0,15,0,0,adapt,diets,3,12,3,2,7.152,14.687,1.36,1651072517977,1651072503290,debugWetJe:debug2seFP,10
2238,TEST,4653475,6,4,TIME,0.004,0.0,15,0,0,adapt,adits,4,11,2,2,12.336,27.023,1.36,1651072530313,1651072503290,debugWetJe:debug2seFP,10
2239,TEST,4653475,6,4,TIME,0.004,0.0,15,0,0,adapt,adult,5,10,2,2,18.728,45.751,1.36,1651072549041,1651072503290,debugWetJe:debug2seFP,10
2240,TEST,4653475,6,4,TIME,0.004,0.0,15,0,0,adapt,adopt,6,9,2,1,14.064,59.815,1.36,1651072563105,1651072503290,debugWetJe:debug2seFP,10
2241,TEST,4653475,6,4,TIME,0.004,0.0,15,0,0,adapt,adept,7,8,1,1,3.704,63.519,1.36,1651072566809,1651072503290,debugWetJe:debug2seFP,10
2242,TEST,4653475,6,4,TIME,0.004,0.0,15,0,0,adapt,adapt,8,7,1,1,13.017,76.536,1.36,1651072579826,1651072503290,debugWetJe:debug2seFP,10
2243,TEST,4653475,6,5,TIME,0.004,0.0,15,0,0,deals,later,1,14,2315,40,1.632,1.632,1.58,1651072583667,1651072582035,debugWetJe:debug2seFP,10
2244,TEST,4653475,6,5,TIME,0.004,0.0,15,0,0,deals,paler,2,13,40,31,7.022,8.654,1.58,1651072590689,1651072582035,debugWetJe:debug2seFP,10
2245,TEST,4653475,6,5,TIME,0.004,0.0,15,0,0,deals,small,3,12,31,0,5.393,14.047,1.58,1651072596082,1651072582035,debugWetJe:debug2seFP,10
2246,TEST,4653475,6,5,TIME,0.004,0.0,15,0,0,deals,deals,4,11,0,0,8.455,22.502,1.58,1651072604537,1651072582035,debugWetJe:debug2seFP,10
2247,TEST,5335205,6,0,GUESS,0.0,0.05,15,0,0,deals,beard,1,14,2315,3,10.912,10.912,0.0,1651072310984,1651072300072,debugTVPLF:debugQhpel,1
2248,TEST,5335205,6,0,GUESS,0.0,0.05,15,0,0,deals,death,2,13,3,0,62.677,73.589,0.0,1651072373661,1651072300072,debugTVPLF:debugQhpel,1
2249,TEST,5335205,6,0,GUESS,0.0,0.05,15,0,0,deals,deals,3,12,0,0,51.643,125.232,0.0,1651072425304,1651072300072,debugTVPLF:debugQhpel,1
2250,TEST,5335205,6,1,GUESS,0.0,0.05,15,0,0,hairy,faith,1,14,2315,1,15.789,15.789,0.35,1651072445593,1651072429804,debugTVPLF:debugQhpel,1
2251,TEST,5335205,6,1,GUESS,0.0,0.05,15,0,0,hairy,hails,2,13,1,1,21.93,37.719,0.35,1651072467523,1651072429804,debugTVPLF:debugQhpel,1
2252,TEST,5335205,6,1,GUESS,0.0,0.05,15,0,0,hairy,hairy,3,12,1,1,31.636,69.355,0.35,1651072499159,1651072429804,debugTVPLF:debugQhpel,1
2253,TEST,5335205,6,2,GUESS,0.0,0.05,15,0,0,early,death,1,14,2315,122,10.267,10.267,0.7,1651072512383,1651072502116,debugTVPLF:debugQhpel,1
2254,TEST,5335205,6,2,GUESS,0.0,0.05,15,0,0,early,plage,2,13,122,8,26.659,36.926,0.7,1651072539042,1651072502116,debugTVPLF:debugQhpel,1
2255,TEST,5335205,6,2,GUESS,0.0,0.05,15,0,0,early,eagle,3,12,8,1,109.588,146.514,0.7,1651072648630,1651072502116,debugTVPLF:debugQhpel,1
2256,TEST,5335205,6,2,GUESS,0.0,0.05,15,0,0,early,early,4,11,1,1,123.359,269.873,0.7,1651072771989,1651072502116,debugTVPLF:debugQhpel,1
2257,TEST,5335205,6,3,GUESS,0.0,0.05,15,0,0,sugar,table,1,14,2315,131,10.295,10.295,1.0,1651072785004,1651072774709,debugTVPLF:debugQhpel,1
2258,TEST,5335205,6,3,GUESS,0.0,0.05,15,0,0,sugar,alive,2,13,131,78,38.294,48.589,1.0,1651072823298,1651072774709,debugTVPLF:debugQhpel,1
2259,TEST,5335205,6,3,GUESS,0.0,0.05,15,0,0,sugar,float,3,12,78,7,63.472,112.061,1.0,1651072886770,1651072774709,debugTVPLF:debugQhpel,1
2260,TEST,5335205,6,3,GUESS,0.0,0.05,15,0,0,sugar,sweat,4,11,7,6,132.147,244.208,1.0,1651073018917,1651072774709,debugTVPLF:debugQhpel,1
2261,TEST,5335205,6,3,GUESS,0.0,0.05,15,0,0,sugar,scram,5,10,6,1,24.318,268.526,1.0,1651073043235,1651072774709,debugTVPLF:debugQhpel,1
2262,TEST,5335205,6,3,GUESS,0.0,0.05,15,0,0,sugar,sugar,6,9,1,1,166.313,434.839,1.0,1651073209548,1651072774709,debugTVPLF:debugQhpel,1
2263,TEST,5335205,6,4,GUESS,0.0,0.05,15,0,0,tired,gauge,1,14,2315,354,24.596,24.596,1.2,1651073236246,1651073211650,debugTVPLF:debugQhpel,1
2264,TEST,5335205,6,4,GUESS,0.0,0.05,15,0,0,tired,choir,2,13,354,12,28.964,53.56,1.2,1651073265210,1651073211650,debugTVPLF:debugQhpel,1
2265,TEST,5335205,6,4,GUESS,0.0,0.05,15,0,0,tired,irate,3,12,12,1,23.276,76.836,1.2,1651073288486,1651073211650,debugTVPLF:debugQhpel,1
2266,TEST,5335205,6,4,GUESS,0.0,0.05,15,0,0,tired,tribe,4,11,1,0,14.433,91.269,1.2,1651073302919,1651073211650,debugTVPLF:debugQhpel,1
2267,TEST,5335205,6,4,GUESS,0.0,0.05,15,0,0,tired,tired,5,10,0,0,15.21,106.479,1.2,1651073318129,1651073211650,debugTVPLF:debugQhpel,1
2268,TEST,5335205,6,5,GUESS,0.0,0.05,15,0,0,glare,choir,1,14,2315,208,15.022,15.022,1.45,1651073335642,1651073320620,debugTVPLF:debugQhpel,1
2269,TEST,5335205,6,5,GUESS,0.0,0.05,15,0,0,glare,dream,2,13,208,23,23.009,38.031,1.45,1651073358651,1651073320620,debugTVPLF:debugQhpel,1
2270,TEST,5335205,6,5,GUESS,0.0,0.05,15,0,0,glare,nears,3,12,23,4,46.126,84.157,1.45,1651073404777,1651073320620,debugTVPLF:debugQhpel,1
2271,TEST,5335205,6,5,GUESS,0.0,0.05,15,0,0,glare,blare,4,11,4,2,31.494,115.651,1.45,1651073436271,1651073320620,debugTVPLF:debugQhpel,1
2272,TEST,5335205,6,5,GUESS,0.0,0.05,15,0,0,glare,glare,5,10,2,1,10.7,126.351,1.45,1651073446971,1651073320620,debugTVPLF:debugQhpel,1
2273,TEST,1200193,6,0,GUESS,0.0,0.05,15,0,0,acorn,atone,1,14,2315,2,9.075,9.075,0.0,1651072363809,1651072354734,debugRrbYp:debugJQ3fb,10
2274,TEST,1200193,6,0,GUESS,0.0,0.05,15,0,0,acorn,prism,2,13,2,2,6.921,15.996,0.0,1651072370730,1651072354734,debugRrbYp:debugJQ3fb,10
2275,TEST,1200193,6,0,GUESS,0.0,0.05,15,0,0,acorn,adorn,3,12,2,1,23.871,39.867,0.0,1651072394601,1651072354734,debugRrbYp:debugJQ3fb,10
2276,TEST,1200193,6,0,GUESS,0.0,0.05,15,0,0,acorn,acorn,4,11,1,1,23.144,63.011,0.0,1651072417745,1651072354734,debugRrbYp:debugJQ3fb,10
2277,TEST,1200193,6,1,GUESS,0.0,0.05,15,0,0,adapt,atone,1,14,2315,10,5.255,5.255,0.3,1651072426842,1651072421587,debugRrbYp:debugJQ3fb,10
2278,TEST,1200193,6,1,GUESS,0.0,0.05,15,0,0,adapt,prism,2,13,10,2,5.215,10.47,0.3,1651072432057,1651072421587,debugRrbYp:debugJQ3fb,10
2279,TEST,1200193,6,1,GUESS,0.0,0.05,15,0,0,adapt,bulgy,3,12,2,1,6.955,17.425,0.3,1651072439012,1651072421587,debugRrbYp:debugJQ3fb,10
2280,TEST,1200193,6,1,GUESS,0.0,0.05,15,0,0,adapt,adapt,4,11,1,1,18.894,36.319,0.3,1651072457906,1651072421587,debugRrbYp:debugJQ3fb,10
2281,TEST,1200193,6,2,GUESS,0.0,0.05,15,0,0,hairy,atone,1,14,2315,184,2.449,2.449,0.6,1651072465151,1651072462702,debugRrbYp:debugJQ3fb,10
2282,TEST,1200193,6,2,GUESS,0.0,0.05,15,0,0,hairy,prism,2,13,184,3,4.034,6.483,0.6,1651072469185,1651072462702,debugRrbYp:debugJQ3fb,10
2283,TEST,1200193,6,2,GUESS,0.0,0.05,15,0,0,hairy,bulgy,3,12,3,3,4.572,11.055,0.6,1651072473757,1651072462702,debugRrbYp:debugJQ3fb,10
2284,TEST,1200193,6,2,GUESS,0.0,0.05,15,0,0,hairy,dairy,4,11,3,2,11.266,22.321,0.6,1651072485023,1651072462702,debugRrbYp:debugJQ3fb,10
2285,TEST,1200193,6,2,GUESS,0.0,0.05,15,0,0,hairy,fairy,5,10,2,1,3.675,25.996,0.6,1651072488698,1651072462702,debugRrbYp:debugJQ3fb,10
2286,TEST,1200193,6,2,GUESS,0.0,0.05,15,0,0,hairy,hairy,6,9,1,1,18.103,44.099,0.6,1651072506801,1651072462702,debugRrbYp:debugJQ3fb,10
2287,TEST,1200193,6,3,GUESS,0.0,0.05,15,0,0,sugar,atone,1,14,2315,184,1.718,1.718,0.8,1651072511561,1651072509843,debugRrbYp:debugJQ3fb,10
2288,TEST,1200193,6,3,GUESS,0.0,0.05,15,0,0,sugar,prism,2,13,184,5,3.492,5.21,0.8,1651072515053,1651072509843,debugRrbYp:debugJQ3fb,10
2289,TEST,1200193,6,3,GUESS,0.0,0.05,15,0,0,sugar,bulgy,3,12,5,1,2.866,8.076,0.8,1651072517919,1651072509843,debugRrbYp:debugJQ3fb,10
2290,TEST,1200193,6,3,GUESS,0.0,0.05,15,0,0,sugar,sugar,4,11,1,1,28.6,36.676,0.8,1651072546519,1651072509843,debugRrbYp:debugJQ3fb,10
2291,TEST,1200193,6,4,GUESS,0.0,0.05,15,0,0,shaft,atone,1,14,2315,72,2.113,2.113,1.1,1651072552044,1651072549931,debugRrbYp:debugJQ3fb,10
2292,TEST,1200193,6,4,GUESS,0.0,0.05,15,0,0,shaft,prism,2,13,72,7,2.225,4.338,1.1,1651072554269,1651072549931,debugRrbYp:debugJQ3fb,10
2293,TEST,1200193,6,4,GUESS,0.0,0.05,15,0,0,shaft,bulgy,3,12,7,2,2.353,6.691,1.1,1651072556622,1651072549931,debugRrbYp:debugJQ3fb,10
2294,TEST,1200193,6,4,GUESS,0.0,0.05,15,0,0,shaft,flack,4,11,2,1,23.868,30.559,1.1,1651072580490,1651072549931,debugRrbYp:debugJQ3fb,10
2295,TEST,1200193,6,4,GUESS,0.0,0.05,15,0,0,shaft,shaft,5,10,1,1,57.065,87.624,1.1,1651072637555,1651072549931,debugRrbYp:debugJQ3fb,10
2296,TEST,1200193,6,5,GUESS,0.0,0.05,15,0,0,snore,atone,1,14,2315,3,2.506,2.506,1.35,1651072643749,1651072641243,debugRrbYp:debugJQ3fb,10
2297,TEST,1200193,6,5,GUESS,0.0,0.05,15,0,0,snore,prism,2,13,3,1,2.523,5.029,1.35,1651072646272,1651072641243,debugRrbYp:debugJQ3fb,10
2298,TEST,1200193,6,5,GUESS,0.0,0.05,15,0,0,snore,snore,3,12,1,1,7.759,12.788,1.35,1651072654031,1651072641243,debugRrbYp:debugJQ3fb,10
2299,TEST,1556815,6,0,TIME,0.004,0.0,15,0,0,grind,adios,1,14,2315,27,4.627,4.627,0.0,1651072382926,1651072378299,debug6zqCH:debugc3Gw5,5
2300,TEST,1556815,6,0,TIME,0.004,0.0,15,0,0,grind,chive,2,13,27,8,6.103,10.73,0.0,1651072389029,1651072378299,debug6zqCH:debugc3Gw5,5
2301,TEST,1556815,6,0,TIME,0.004,0.0,15,0,0,grind,blind,3,12,8,1,12.848,23.578,0.0,1651072401877,1651072378299,debug6zqCH:debugc3Gw5,5
2302,TEST,1556815,6,0,TIME,0.004,0.0,15,0,0,grind,grind,4,11,1,1,26.538,50.116,0.0,1651072428415,1651072378299,debug6zqCH:debugc3Gw5,5
2303,TEST,1556815,6,1,TIME,0.004,0.0,15,0,0,shaft,audio,1,14,2315,435,2.228,2.228,0.3,1651072434671,1651072432443,debug6zqCH:debugc3Gw5,5
2304,TEST,1556815,6,1,TIME,0.004,0.0,15,0,0,shaft,cream,2,13,435,66,12.483,14.711,0.3,1651072447154,1651072432443,debug6zqCH:debugc3Gw5,5
2305,TEST,1556815,6,1,TIME,0.004,0.0,15,0,0,shaft,crank,3,12,66,14,12.587,27.298,0.3,1651072459741,1651072432443,debug6zqCH:debugc3Gw5,5
2306,TEST,1556815,6,1,TIME,0.004,0.0,15,0,0,shaft,brand,4,11,14,13,6.728,34.026,0.3,1651072466469,1651072432443,debug6zqCH:debugc3Gw5,5
2307,TEST,1556815,6,1,TIME,0.004,0.0,15,0,0,shaft,plane,5,10,13,5,7.06,41.086,0.3,1651072473529,1651072432443,debug6zqCH:debugc3Gw5,5
2308,TEST,1556815,6,1,TIME,0.004,0.0,15,0,0,shaft,grate,6,9,5,3,16.207,57.293,0.3,1651072489736,1651072432443,debug6zqCH:debugc3Gw5,5
2309,TEST,1556815,6,1,TIME,0.004,0.0,15,0,0,shaft,train,7,8,3,3,4.512,61.805,0.3,1651072494248,1651072432443,debug6zqCH:debugc3Gw5,5
2310,TEST,1556815,6,1,TIME,0.004,0.0,15,0,0,shaft,whats,8,7,3,1,18.431,80.236,0.3,1651072512679,1651072432443,debug6zqCH:debugc3Gw5,5
2311,TEST,1556815,6,1,TIME,0.004,0.0,15,0,0,shaft,shave,9,6,1,1,35.53,115.766,0.3,1651072548209,1651072432443,debug6zqCH:debugc3Gw5,5
2312,TEST,1556815,6,1,TIME,0.004,0.0,15,0,0,shaft,shaft,10,5,1,1,27.459,143.225,0.3,1651072575668,1651072432443,debug6zqCH:debugc3Gw5,5
2313,TEST,1556815,6,2,TIME,0.004,0.0,15,0,0,draft,audio,1,14,2315,54,1.497,1.497,0.4,1651072579836,1651072578339,debug6zqCH:debugc3Gw5,5
2314,TEST,1556815,6,2,TIME,0.004,0.0,15,0,0,draft,chive,2,13,54,18,4.032,5.529,0.4,1651072583868,1651072578339,debug6zqCH:debugc3Gw5,5
2315,TEST,1556815,6,2,TIME,0.004,0.0,15,0,0,draft,cream,3,12,18,6,1.544,7.073,0.4,1651072585412,1651072578339,debug6zqCH:debugc3Gw5,5
2316,TEST,1556815,6,2,TIME,0.004,0.0,15,0,0,draft,trees,4,11,6,1,5.887,12.96,0.4,1651072591299,1651072578339,debug6zqCH:debugc3Gw5,5
2317,TEST,1556815,6,2,TIME,0.004,0.0,15,0,0,draft,greed,5,10,1,1,6.68,19.64,0.4,1651072597979,1651072578339,debug6zqCH:debugc3Gw5,5
2318,TEST,1556815,6,2,TIME,0.004,0.0,15,0,0,draft,prude,6,9,1,1,7.248,26.888,0.4,1651072605227,1651072578339,debug6zqCH:debugc3Gw5,5
2319,TEST,1556815,6,2,TIME,0.004,0.0,15,0,0,draft,write,7,8,1,1,8.911,35.799,0.4,1651072614138,1651072578339,debug6zqCH:debugc3Gw5,5
2320,TEST,1556815,6,2,TIME,0.004,0.0,15,0,0,draft,drama,8,7,1,1,20.783,56.582,0.4,1651072634921,1651072578339,debug6zqCH:debugc3Gw5,5
2321,TEST,1556815,6,2,TIME,0.004,0.0,15,0,0,draft,drats,9,6,1,1,6.735,63.317,0.4,1651072641656,1651072578339,debug6zqCH:debugc3Gw5,5
2322,TEST,1556815,6,2,TIME,0.004,0.0,15,0,0,draft,draft,10,5,1,1,7.735,71.052,0.4,1651072649391,1651072578339,debug6zqCH:debugc3Gw5,5
2323,TEST,1556815,6,3,TIME,0.004,0.0,15,0,0,snore,audio,1,14,2315,282,1.479,1.479,0.62,1651072653355,1651072651876,debug6zqCH:debugc3Gw5,5
2324,TEST,1556815,6,3,TIME,0.004,0.0,15,0,0,snore,draft,2,13,282,51,2.336,3.815,0.62,1651072655691,1651072651876,debug6zqCH:debugc3Gw5,5
2325,TEST,1556815,6,3,TIME,0.004,0.0,15,0,0,snore,gravy,3,12,51,35,3.164,6.979,0.62,1651072658855,1651072651876,debug6zqCH:debugc3Gw5,5
2326,TEST,1556815,6,3,TIME,0.004,0.0,15,0,0,snore,chips,4,11,35,7,7.847,14.826,0.62,1651072666702,1651072651876,debug6zqCH:debugc3Gw5,5
2327,TEST,1556815,6,3,TIME,0.004,0.0,15,0,0,snore,never,5,10,7,1,6.577,21.403,0.62,1651072673279,1651072651876,debug6zqCH:debugc3Gw5,5
2328,TEST,1556815,6,3,TIME,0.004,0.0,15,0,0,snore,sting,6,9,1,1,20.167,41.57,0.62,1651072693446,1651072651876,debug6zqCH:debugc3Gw5,5
2329,TEST,1556815,6,3,TIME,0.004,0.0,15,0,0,snore,sneer,7,8,1,1,12.542,54.112,0.62,1651072705988,1651072651876,debug6zqCH:debugc3Gw5,5
2330,TEST,1556815,6,3,TIME,0.004,0.0,15,0,0,snore,snore,8,7,1,1,7.316,61.428,0.62,1651072713304,1651072651876,debug6zqCH:debugc3Gw5,5
2331,TEST,1556815,6,4,TIME,0.004,0.0,15,0,0,tired,audio,1,14,2315,49,2.23,2.23,0.88,1651072718276,1651072716046,debug6zqCH:debugc3Gw5,5
2332,TEST,1556815,6,4,TIME,0.004,0.0,15,0,0,tired,chips,2,13,49,17,1.424,3.654,0.88,1651072719700,1651072716046,debug6zqCH:debugc3Gw5,5
2333,TEST,1556815,6,4,TIME,0.004,0.0,15,0,0,tired,dream,3,12,17,1,10.863,14.517,0.88,1651072730563,1651072716046,debug6zqCH:debugc3Gw5,5
2334,TEST,1556815,6,4,TIME,0.004,0.0,15,0,0,tired,reads,4,11,1,1,9.159,23.676,0.88,1651072739722,1651072716046,debug6zqCH:debugc3Gw5,5
2335,TEST,1556815,6,4,TIME,0.004,0.0,15,0,0,tired,bimbo,5,10,1,0,16.112,39.788,0.88,1651072755834,1651072716046,debug6zqCH:debugc3Gw5,5
2336,TEST,1556815,6,4,TIME,0.004,0.0,15,0,0,tired,tired,6,9,0,0,8.724,48.512,0.88,1651072764558,1651072716046,debug6zqCH:debugc3Gw5,5
2337,TEST,1556815,6,5,TIME,0.004,0.0,15,0,0,deals,audio,1,14,2315,54,1.233,1.233,1.22,1651072768158,1651072766925,debug6zqCH:debugc3Gw5,5
2338,TEST,1556815,6,5,TIME,0.004,0.0,15,0,0,deals,chips,2,13,54,0,5.532,6.765,1.22,1651072773690,1651072766925,debug6zqCH:debugc3Gw5,5
2339,TEST,1556815,6,5,TIME,0.004,0.0,15,0,0,deals,tired,3,12,0,0,3.415,10.18,1.22,1651072777105,1651072766925,debug6zqCH:debugc3Gw5,5
2340,TEST,1556815,6,5,TIME,0.004,0.0,15,0,0,deals,where,4,11,0,0,3.888,14.068,1.22,1651072780993,1651072766925,debug6zqCH:debugc3Gw5,5
2341,TEST,1556815,6,5,TIME,0.004,0.0,15,0,0,deals,leads,5,10,0,0,7.816,21.884,1.22,1651072788809,1651072766925,debug6zqCH:debugc3Gw5,5
2342,TEST,1556815,6,5,TIME,0.004,0.0,15,0,0,deals,beams,6,9,0,0,6.563,28.447,1.22,1651072795372,1651072766925,debug6zqCH:debugc3Gw5,5
2343,TEST,1556815,6,5,TIME,0.004,0.0,15,0,0,deals,nears,7,8,0,0,7.048,35.495,1.22,1651072802420,1651072766925,debug6zqCH:debugc3Gw5,5
2344,TEST,1556815,6,5,TIME,0.004,0.0,15,0,0,deals,deals,8,7,0,0,7.56,43.055,1.22,1651072809980,1651072766925,debug6zqCH:debugc3Gw5,5
2345,TEST,1035106,6,0,TIME,0.004,0.0,15,0,0,draft,audio,1,14,2315,54,5.725,5.725,0.0,1651072428105,1651072422380,debugz8m2s:debugWbAvu,5
2346,TEST,1035106,6,0,TIME,0.004,0.0,15,0,0,draft,darts,2,13,54,1,18.582,24.307,0.0,1651072446687,1651072422380,debugz8m2s:debugWbAvu,5
2347,TEST,1035106,6,0,TIME,0.004,0.0,15,0,0,draft,draft,3,12,1,1,20.631,44.938,0.0,1651072467318,1651072422380,debugz8m2s:debugWbAvu,5
2348,TEST,1035106,6,1,TIME,0.004,0.0,15,0,0,adult,audio,1,14,2315,1,4.434,4.434,0.34,1651072476414,1651072471980,debugz8m2s:debugWbAvu,5
2349,TEST,1035106,6,1,TIME,0.004,0.0,15,0,0,adult,adieu,2,13,1,1,14.169,18.603,0.34,1651072490583,1651072471980,debugz8m2s:debugWbAvu,5
2350,TEST,1035106,6,1,TIME,0.004,0.0,15,0,0,adult,adult,3,12,1,1,15.674,34.277,0.34,1651072506257,1651072471980,debugz8m2s:debugWbAvu,5
2351,TEST,1035106,6,2,TIME,0.004,0.0,15,0,0,shaft,audio,1,14,2315,435,5.066,5.066,0.72,1651072514998,1651072509932,debugz8m2s:debugWbAvu,5
2352,TEST,1035106,6,2,TIME,0.004,0.0,15,0,0,shaft,trade,2,13,435,15,7.107,12.173,0.72,1651072522105,1651072509932,debugz8m2s:debugWbAvu,5
2353,TEST,1035106,6,2,TIME,0.004,0.0,15,0,0,shaft,start,3,12,15,4,15.683,27.856,0.72,1651072537788,1651072509932,debugz8m2s:debugWbAvu,5
2354,TEST,1035106,6,2,TIME,0.004,0.0,15,0,0,shaft,slart,4,11,4,2,41.396,69.252,0.72,1651072579184,1651072509932,debugz8m2s:debugWbAvu,5
2355,TEST,1035106,6,2,TIME,0.004,0.0,15,0,0,shaft,start,5,10,2,2,70.004,139.256,0.72,1651072649188,1651072509932,debugz8m2s:debugWbAvu,5
2356,TEST,1035106,6,2,TIME,0.004,0.0,15,0,0,shaft,scart,6,9,2,1,13.964,153.22,0.72,1651072663152,1651072509932,debugz8m2s:debugWbAvu,5
2357,TEST,1035106,6,2,TIME,0.004,0.0,15,0,0,shaft,shaft,7,8,1,1,22.906,176.126,0.72,1651072686058,1651072509932,debugz8m2s:debugWbAvu,5
2358,TEST,1035106,6,3,TIME,0.004,0.0,15,0,0,hairy,audio,1,14,2315,44,4.775,4.775,0.82,1651072695410,1651072690635,debugz8m2s:debugWbAvu,5
2359,TEST,1035106,6,3,TIME,0.004,0.0,15,0,0,hairy,train,2,13,44,9,11.557,16.332,0.82,1651072706967,1651072690635,debugz8m2s:debugWbAvu,5
2360,TEST,1035106,6,3,TIME,0.004,0.0,15,0,0,hairy,rainy,3,12,9,2,14.001,30.333,0.82,1651072720968,1651072690635,debugz8m2s:debugWbAvu,5
2361,TEST,1035106,6,3,TIME,0.004,0.0,15,0,0,hairy,fairy,4,11,2,1,21.728,52.061,0.82,1651072742696,1651072690635,debugz8m2s:debugWbAvu,5
2362,TEST,1035106,6,3,TIME,0.004,0.0,15,0,0,hairy,lairy,5,10,1,1,22.412,74.473,0.82,1651072765108,1651072690635,debugz8m2s:debugWbAvu,5
2363,TEST,1035106,6,3,TIME,0.004,0.0,15,0,0,hairy,hairy,6,9,1,1,11.887,86.36,0.82,1651072776995,1651072690635,debugz8m2s:debugWbAvu,5
2364,TEST,1035106,6,4,TIME,0.004,0.0,15,0,0,early,audio,1,14,2315,435,3.584,3.584,1.0,1651072786125,1651072782541,debugz8m2s:debugWbAvu,5
2365,TEST,1035106,6,4,TIME,0.004,0.0,15,0,0,early,start,2,13,435,52,9.336,12.92,1.0,1651072795461,1651072782541,debugz8m2s:debugWbAvu,5
2366,TEST,1035106,6,4,TIME,0.004,0.0,15,0,0,early,trade,3,12,52,33,13.859,26.779,1.0,1651072809320,1651072782541,debugz8m2s:debugWbAvu,5
2367,TEST,1035106,6,4,TIME,0.004,0.0,15,0,0,early,reads,4,11,33,20,6.836,33.615,1.0,1651072816156,1651072782541,debugz8m2s:debugWbAvu,5
2368,TEST,1035106,6,4,TIME,0.004,0.0,15,0,0,early,dream,5,10,20,16,9.747,43.362,1.0,1651072825903,1651072782541,debugz8m2s:debugWbAvu,5
2369,TEST,1035106,6,4,TIME,0.004,0.0,15,0,0,early,dears,6,9,16,16,11.727,55.089,1.0,1651072837630,1651072782541,debugz8m2s:debugWbAvu,5
2370,TEST,1035106,6,4,TIME,0.004,0.0,15,0,0,early,carer,7,8,16,1,51.432,106.521,1.0,1651072889062,1651072782541,debugz8m2s:debugWbAvu,5
2371,TEST,1035106,6,4,TIME,0.004,0.0,15,0,0,early,earns,8,7,1,1,21.153,127.674,1.0,1651072910215,1651072782541,debugz8m2s:debugWbAvu,5
2372,TEST,1035106,6,4,TIME,0.004,0.0,15,0,0,early,earth,9,6,1,1,6.064,133.738,1.0,1651072916279,1651072782541,debugz8m2s:debugWbAvu,5
2373,TEST,1035106,6,4,TIME,0.004,0.0,15,0,0,early,early,10,5,1,1,6.139,139.877,1.0,1651072922418,1651072782541,debugz8m2s:debugWbAvu,5
2374,TEST,1035106,6,5,TIME,0.004,0.0,15,0,0,tired,audio,1,14,2315,49,4.48,4.48,1.1,1651072929196,1651072924716,debugz8m2s:debugWbAvu,5
2375,TEST,1035106,6,5,TIME,0.004,0.0,15,0,0,tired,dries,2,13,49,1,34.288,38.768,1.1,1651072963484,1651072924716,debugz8m2s:debugWbAvu,5
2376,TEST,1035106,6,5,TIME,0.004,0.0,15,0,0,tired,rider,3,12,1,0,12.346,51.114,1.1,1651072975830,1651072924716,debugz8m2s:debugWbAvu,5
2377,TEST,1035106,6,5,TIME,0.004,0.0,15,0,0,tired,wired,4,11,0,0,14.646,65.76,1.1,1651072990476,1651072924716,debugz8m2s:debugWbAvu,5
2378,TEST,1035106,6,5,TIME,0.004,0.0,15,0,0,tired,tired,5,10,0,0,6.495,72.255,1.1,1651072996971,1651072924716,debugz8m2s:debugWbAvu,5
2379,TEST,1197300,6,0,GUESS,0.0,0.05,15,0,0,adapt,rooms,1,14,2315,607,9.641,9.641,0.0,1651072421742,1651072412101,debugrrYGd:debugBGqPG,0
2380,TEST,1197300,6,0,GUESS,0.0,0.05,15,0,0,adapt,panda,2,13,607,3,19.647,29.288,0.0,1651072441389,1651072412101,debugrrYGd:debugBGqPG,0
2381,TEST,1197300,6,0,GUESS,0.0,0.05,15,0,0,adapt,adapt,3,12,3,1,34.385,63.673,0.0,1651072475774,1651072412101,debugrrYGd:debugBGqPG,0
2382,TEST,1197300,6,1,GUESS,0.0,0.05,15,0,0,deals,alert,1,14,2315,42,11.126,11.126,0.35,1651072492038,1651072480912,debugrrYGd:debugBGqPG,0
2383,TEST,1197300,6,1,GUESS,0.0,0.05,15,0,0,deals,leave,2,13,42,1,7.425,18.551,0.35,1651072499463,1651072480912,debugrrYGd:debugBGqPG,0
2384,TEST,1197300,6,1,GUESS,0.0,0.05,15,0,0,deals,deals,3,12,1,0,17.103,35.654,0.35,1651072516566,1651072480912,debugrrYGd:debugBGqPG,0
2385,TEST,1197300,6,2,GUESS,0.0,0.05,15,0,0,snore,liars,1,14,2315,22,13.34,13.34,0.7,1651072533863,1651072520523,debugrrYGd:debugBGqPG,0
2386,TEST,1197300,6,2,GUESS,0.0,0.05,15,0,0,snore,start,2,13,22,12,10.2,23.54,0.7,1651072544063,1651072520523,debugrrYGd:debugBGqPG,0
2387,TEST,1197300,6,2,GUESS,0.0,0.05,15,0,0,snore,spire,3,12,12,4,23.248,46.788,0.7,1651072567311,1651072520523,debugrrYGd:debugBGqPG,0
2388,TEST,1197300,6,2,GUESS,0.0,0.05,15,0,0,snore,snore,4,11,4,1,24.135,70.923,0.7,1651072591446,1651072520523,debugrrYGd:debugBGqPG,0
2389,TEST,1197300,6,3,GUESS,0.0,0.05,15,0,0,tired,eater,1,14,2315,7,16.163,16.163,1.0,1651072611117,1651072594954,debugrrYGd:debugBGqPG,0
